title,date,category,name,leaning
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang....,8-11-16,Politics,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht Genug ist genug Dirk Hautkapp, Washington",8-10-16,Politics,,Neutral
Amoklauf in München: Die Zusammenfassung,7-24-16,Society/Culture,,Neutral
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang,8-11-16,Politics,,Neutral
Waffengewalt Polizei erschießt Afroamerikaner – Ehefrau zeigt Video Die Proteste in Charlotte wegen der Polizeischüsse auf einen Schwarzen dauern an. Die Frau des Getöteten zeigt ein Video des Vorfalls.  mehr,9-24-16,Public opinion,,Neutral
Kriminalität USA: Polizei gibt Entwarnung in Austin - Kein Amoklauf,7-31-16,Society/Culture,,Neutral
USA: Donald Trump ruft indirekt zu Waffengewalt gegen Hillary Clinton auf,8-10-16,Politics,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht Genug ist genug Dirk Hautkapp, Washington",8-10-16,Politics,,Neutral
12:25 Uhr USA Neues Waffengesetz für Unis in Texas in Kraft,8-1-16,Gun control/regulation,,Neutral
"Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht Genug ist genug Dirk Hautkapp, Washington",8-10-16,Politics,,Neutral
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang,8-11-16,Politics,,Neutral
US-Wahlen Trump äußert sich zweideutig zu Waffengewalt gegen Clinton,8-10-16,Politics,,Neutral
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang,8-12-16,Politics,,Neutral
Waffengewalt in den USA: Eine Tote nach Schüssen in Texas,7-31-16,Society/Culture,,Neutral
Wahlen in den USA 2016: Trump gegen Clinton: Das war ein verbaler Amoklauf| shz.de,8-10-16,Politics,,Neutral
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang,8-11-16,Politics,,Neutral
12:59 Uhr USA Polizei gibt Entwarnung in Austin - Kein Amoklauf,7-31-16,School/Public space safety,,Neutral
Tochter von US-Sprintstar erschossen Wieder ein Opfer von Waffengewalt in den USA: Die 15-jährige Tochter des US-Sprintstars Tyson Gay ist in Lexington im Bundesstaat Kentucky von einer Kugel getroffen worden. Trinity Gay war selbst Leichtathletin. ,10-17-16,Society/Culture,,Neutral
Liveblog zur Schießerei :  Täter hatte keinen Bezug zum IS image Nach der Schießerei in München wird klar: Die Bluttat war offenbar ein Amoklauf eines Einzeltäters. In Berlin und München kommen die Regierungen zusammen. Nun spricht Horst Seehofer Der Tag im Liveblog.  mehr…,7-23-16,Politics,,Neutral
Amoklauf in München: Die Zusammenfassung,7-23-16,Society/Culture,,Neutral
"1 Bilder Video Advertorial USA 0 0 Trump irritiert mit Äußerung zu Waffen - ""Verstörend und gefährlich"" Eine Äußerung des Präsidentschaftskandidaten Donald Trump zum zweiten Verfassungszusatz sorgt für viel Wirbel in den USA.",8-10-16,Politics,,Neutral
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang,8-11-16,Politics,,Neutral
Neue Westfälische (Bielefeld): Kommentar: Trumps Äußerungen zum Waffenrecht,8-10-16,Politics,,Neutral
News - Killerspiele und der Amoklauf von Winnenden - Gibt es einen Zusammenhang?,1-25-17,Society/Culture,,Neutral
Wegen des Verdachts «der Nichtanzeige einer geplanten Straftat» hat die Polizei im Zusammenhang mit dem Amoklauf vom Freitag einen Jugendlichen festgenommen weiterlesen...,7-25-16,School/Public space safety,,Neutral
Bei der Verleihung der Teen Choice Awards spricht sich Jessica Alba für ein Ende der Waffengewalt in den USA aus,8-1-16,Public opinion,,Neutral
"Wieder eine Bluttat mit Waffengewalt in den USA, diesmal ...",9-25-16,Society/Culture,,Neutral
Recht auf Waffenbesitz: Zweiter Zusatz der US-Verfassung Washington. Privater Waffenbesitz in den USA hat eine historische Rechtsgrundlage. Der Zweite Verfassungszusatz von 1791 schützt das Recht auf den Besitz und das Tragen von Waffen. mehr,8-10-16,2nd Amendment,,Neutral
Vor 50 Jahren Der Fall Charles Whitman – der erste große Amoklauf in den USA,8-2-16,Society/Culture,,Neutral
Recht auf Waffenbesitz: Zweiter Zusatz der US-Verfassung Washington. Privater Waffenbesitz in den USA hat eine historische Rechtsgrundlage. Der Zweite Verfassungszusatz von 1791 schützt das Recht auf den Besitz und das Tragen von Waffen. mehr,8-10-16,2nd Amendment,,Neutral
Trump äußert sich zweideutig zu Waffengewalt gegen Clinton,8-9-16,Politics,,Neutral
Die Schauspielerin Jessica Alba (35) hat sich bei der Verleihung der Teen Choice Awards für ein Ende der Waffengewalt in den USA eingesetzt weiterlesen...,8-1-16,Public opinion,,Neutral
Mittelbayerische Zeitung: Leitartikel zu Trump: Verbaler Amoklauf von Thomas Spang,8-11-16,Politics,,Neutral
Trump äußert sich zweideutig zu Waffengewalt gegen Clinton,8-10-16,Politics,,Neutral
Trumps digitaler Amoklauf gegen die Republikaner,10-12-16,Politics,,Neutral
Trump äußert sich zweideutig zu Waffengewalt gegen Clinton,8-9-16,Politics,,Neutral
US-Wahlen Trump äußert sich zweideutig zu Waffengewalt gegen Clinton,8-10-16,Politics,,Neutral
Letzte Debatte zwischen Hillary Clinton und Donald Trump Der Amoklauf des Donald T.,10-20-16,Politics,,Neutral
22:20 Letzte Debatte zwischen Hillary Clinton und Donald Trump Der Amoklauf des Donald T.,10-20-16,Politics,,Neutral
Waffengesetze in den USA: Ein Flickenteppich,8-23-16,Gun control/regulation,,Neutral
Trump äußert sich zweideutig zu Waffengewalt gegen Clinton,8-9-16,Politics,,Neutral
Nach Amoklauf in Orlando: Clinton und Trump streiten im Wahlkampf über den Islam,6-14-16,Politics,,Neutral
USA: Obama will Waffengesetze am Kongress vorbei verschärfen - SPIEGEL ONLINE,1-2-16,Politics,,Neutral
USA: Obama plant schärferes Waffenrecht im Alleingang,1-5-16,Politics,,Neutral
Die schlimmsten Amokläufe und Bluttaten in den USA seit 50 Jahren Orlando (dpa) - Buchstäblich jeden Tag sterben in den USA Dutzende Menschen durch Waffengewalt. Aber während so genannte... weiterlesen -- DPA 16:41 Uhr 12. Juni,6-13-16,Society/Culture,,Neutral
USA: Sitzblockade im US-Kongres für strengeres Waffenrecht,6-23-16,Politics,,Neutral
Waffengesetze in den USA So will Obama Waffengewalt verhindern,1-5-16,Gun control/regulation,,Neutral
Obama und das Waffenrecht: Es fehlt eine starke Linke in den USA,1-5-16,Politics,,Neutral
Waffengewalt in den USA: Das sind die Lieblinge der NRA - watson,7-10-16,Society/Culture,,Neutral
"Schock und Sprachlosigkeit Die katholischen KirchenfÜhrer in den USA verurteilen die schlimmste Massenschießerei in der US-Geschichte. Doch viele tun sich schwer, die Opfer klar zu benennen. Als Ausnahme profiliert sich der Erzbischof von Chicago.",6-13-16,Public opinion,,Neutral
Amoklauf in Michigan: Bewaffneter erschießt in den USA wahllos viele Menschen,2-21-16,School/Public space safety,,Neutral
USA: Obama plant schärferes Waffenrecht im Alleingang,1-5-16,Politics,,Neutral
Schießerei in Orlando Ein Tag in den USA - 106 Fälle von Waffengewalt,6-14-16,Society/Culture,,Neutral
"Die schlimmsten Amokläufe und Bluttaten in den USA seit 50 Jahren Orlando (dpa) - Buchstäblich jeden Tag sterben in den USA Dutzende Menschen durch Waffengewalt. Aber während so genannte «shootings» mit ein bis drei oder vier Toten an der Tagesordnung sind, ragt die Tat von Orlando mit mindestens 50 Toten heraus.",6-12-16,Society/Culture,,Neutral
Obama gibt Waffengesetzen eine Mitschuld an rassistischer Gewalt in den USA,7-10-16,Politics,,Neutral
"Waffenmissbrauch in den USA, Barack Obama wirbt für strengere Waffengesetze",1-8-16,Politics,,Neutral
USA: Obama plant schärferes Waffenrecht im Alleingang,1-5-16,Politics,,Neutral
Spike Lee warnt vor Waffengewalt in den USA - Video - Berliner Morgenpost,6-2-16,Public opinion,,Neutral
Jeden Tag sterben in den USA Dutzende Menschen durch Waffengewalt weiterlesen...,6-12-16,Public opinion,,Neutral
USA : US-Kongress diskutiert über Waffengesetze| Politik - Frankfurter Rundschau,6-17-16,Politics,,Neutral
Vereinigte Staaten Obama will Waffenrecht im Alleingang verschärfen,1-5-16,Politics,,Neutral
Blutbad in Washington - Amerika und seine haarsträubenden Waffengesetze,3-26-16,Gun control/regulation,,Neutral
"US-Wahlkampf Homo-Ehe, Todesstrafe, Waffenrecht - was Clinton und Trump dazu sagen",6-22-16,Politics,,Neutral
Die schlimmsten Amokläufe und Bluttaten in den USA seit 50 Jahren Buchstäblich jeden Tag sterben in den USA Dutzende Menschen durch Waffengewalt. Aber während so genannte «shootings» ...,6-12-16,Society/Culture,,Neutral
US-Wahlkampf Trump jetzt doch für schärfere Waffengesetze,6-15-16,Politics,,Neutral
Weibeln für schärferes Waffenrecht -News Ausland: Amerika - thunertagblatt.ch,6-17-16,2nd Amendment,,Neutral
Hintergrund: Waffen und Waffenrecht in den USA &#8250;,4-5-16,2nd Amendment,,Neutral
Chronik: Waffengewalt in den USA,7-8-16,Society/Culture,,Neutral
USA: Obama verkündet schärferes Waffengesetz - und weint - Forum SPIEGEL ONLINE,1-6-16,Politics,,Neutral
Wieder Amoklauf in den USA,2-26-16,Society/Culture,,Neutral
Vereinigte Staaten: Obama will Waffenrecht im Alleingang verschärfen,1-5-16,Politics,,Neutral
Amoklauf in Michigan: Bewaffneter erschießt in den USA wahllos viele Menschen,2-21-16,School/Public space safety,,Neutral
USA | Waffengesetze in den USA: Obama macht ernst - Schärfere Waffengesetze für die USA,1-6-16,Politics,,Neutral
Waffenrecht in den USA: Verdecktes Waffentragen verboten - taz.de Verdecktes Waffentragen verboten,6-10-16,Gun control/regulation,,Neutral
Kriminalität Terrorismus Leute USA: US-Prominente fordern nach Massaker strikte Waffengesetze,6-13-16,Public opinion,,Neutral
USA: Obama verkündet schärferes Waffengesetz - und weint,1-5-16,Politics,,Neutral
"Waffenrecht Amerika, eine zutiefst militarisierte Gesellschaft Die Tragödie von Dallas ruft Erinnerungen an vorige Attentate wach. Doch Amerika dürfte weiter am Waffenrecht festhalten. Warum?  mehr",7-9-16,2nd Amendment,,Neutral
Waffengewalt in den USA Dieses Foto schockt das Netz,6-23-16,Society/Culture,,Neutral
"Bluttat in OrlandoWieder ein Amoklauf, wieder in den USA Diesmal in Orlando - in einem Schwulenclub erschießt ein Mann 50 Menschen und verletzt über 50 weitere weiterlesen...",6-13-16,Society/Culture,,Neutral
USA im Jahr 2016: Jeder Punkt auf dieser traurigen USA-Karte steht für eine Massenschießerei 2016,6-13-16,2nd Amendment,,Neutral
"Hintergrund-Checks von Käufern, Überprüfung der Verkäufer-Lizenzen und mehr finanzielle Mittel für Behörden: US-Präsident Barack Obama will die 'massenhafte Gewalt' in den USA mit einem schärferen Waffenrecht",1-5-16,Economic consequences,,Neutral
21:26 USA : Oberstes US-Gericht lässt Begrenzung von Waffenrecht in zwei Staaten bestehen AFP,6-20-16,2nd Amendment,,Neutral
Schießerei Waffengewalt in den USA: Mann tötet in Kansas drei Menschen,2-26-16,Mental health,,Neutral
Waffengesetze in den USA :  Obama will Verschärfung im Alleingang durchboxen,1-4-16,Politics,,Neutral
USA Obama plant verschärftes Waffenrecht,1-6-16,Politics,,Neutral
Wieder Amoklauf in den USA,2-26-16,Society/Culture,,Neutral
USA: Obama macht Ernst mit Verschärfung des Waffengesetzes,1-5-16,Politics,,Neutral
Nach Amoklauf in Orlando: Clinton und Trump streiten im Wahlkampf über den Islam,6-13-16,Politics,,Neutral
USA: Barack Obama weint bei Verkündung von schärferem Waffengesetz,1-5-16,Politics,,Neutral
"Obama will schärferes Waffengesetz im Alleingang durchsetzen - News Ausland: Amerika - langenthalertagblatt.ch, langenthalertagblatt.ch: Nichts verpassen",1-5-16,Politics,,Neutral
Waffen Parlament USA: Gesetzentwürfe für schärferes US-Waffenrecht scheitern im Senat,6-21-16,Gun control/regulation,,Neutral
Waffenrecht in den USA: Nur etwas Lippenstift - ...,1-6-16,2nd Amendment,,Neutral
USA: Senator erzwingt mit 14-Stunden-Rede Abstimmung über Waffenrecht,6-16-16,Politics,,Neutral
"US-Waffengesetz ""Amerikanische Politiker sind kleine politische Unternehmer""",1-5-16,Politics,,Neutral
Protest: USA-Abgeordnete für härteres Waffenrecht,6-23-16,Politics,,Neutral
Nach Amoklauf in Orlando :  Clinton und Trump streiten im Wahlkampf über den Islam,6-13-16,Politics,,Neutral
Der schlimmste Amoklauf der USA,6-12-16,Society/Culture,,Neutral
Buchstäblich jeden Tag sterben in den USA Dutzende Menschen durch Waffengewalt weiterlesen...,6-12-16,Public opinion,,Neutral
3 USA Blockade im US-Senat: Kein strengeres Waffenrecht in Sicht,6-21-16,Gun control/regulation,,Neutral
Waffenkontrolle in den USA Obama will auf den letzten Drücker Waffengesetze verschärfen,1-4-16,Gun control/regulation,,Neutral
Orlando - Buchstäblich jeden Tag sterben in den USA Dutzende Menschen durch Waffengewalt,6-12-16,Society/Culture,,Neutral
Barack Obama ist das Ende der Waffengewalt in den USA ein wichtiges Anliegen weiterlesen ...,1-8-16,Politics,,Neutral
Nach Amoklauf in Orlando: Clinton und Trump streiten im Wahlkampf über den Islam,6-13-16,Politics,,Neutral
Waffengesetz in der USA?,6-17-16,Gun control/regulation,,Neutral
"Bluttat in OrlandoWieder ein Amoklauf, wieder in den USA ...",6-12-16,Society/Culture,,Neutral
Die Waffengewalt ist in Thailand doppelt so hoch wie in den USA,7-12-16,Economic consequences,,Neutral
Video: Emotionale Rede zur Verschärfung des Waffenrechts in den USA,1-6-16,Gun control/regulation,,Neutral
USA - Der Kampf um die Waffen: Obama kämpft seit langem für schärfere Waffengesetze - aber der Kongress ...,1-4-16,Politics,,Neutral
Schon 147 Tote durch Waffengewalt in Amerika - dieses Jahr,1-6-16,Society/Culture,,Neutral
Emotionale Rede zur Verschärfung des Waffenrechts in den USA,1-5-16,Gun control/regulation,,Neutral
Video-News Spike Lee warnt vor Waffengewalt in den USA,6-2-16,Public opinion,,Neutral
Waffengewalt in den USA Obama kämpft gegen Windmühlen,7-9-16,Politics,,Neutral
USA Obama fordert in Orlando schärfere Waffengesetze Die Redaktion empfiehlt Mehr aus der Rubrik,6-16-16,Politics,,Neutral
USA Tote und Verletzte bei Amoklauf im US-Bundesstaat Kansas Die Redaktion empfiehlt Mehr zum Thema,2-26-16,Society/Culture,,Neutral
USA: Streit um Waffengesetz,6-14-16,Gun control/regulation,,Neutral
"Amerikas Waffenrecht: Obamas Exekutiverlasse gegen das ""Massensterben""",1-5-16,Politics,,Neutral
Schärfere Waffengesetze in den USA: Obama startet Alleingang - watson,1-5-16,Politics,,Neutral
USA - Obama verschärft Waffengesetze - und weint,1-5-16,Politics,,Neutral
Schießerei Waffengewalt in den USA: Mann tötet in Kansas drei Menschen,2-27-16,Mental health,,Neutral
"Waffengewalt in den USA - 164 Tage, 176 ""Mass Shootings""",6-14-16,2nd Amendment,,Neutral
"Massenschießerei, 50 Tote nach Attentat in USA – Schütze war IS-Unterstützer",6-12-16,Society/Culture,,Neutral
USA: Blockade im US-Senat: Kein strengeres Waffenrecht in Sicht,6-21-16,Gun control/regulation,,Neutral
Waffengewalt: Die Schweiz und die USA im Vergleich - watson,6-17-16,2nd Amendment,,Neutral
USA Obama verkündet schärferes Waffengesetz - und weint,1-6-16,Politics,,Neutral
Regierung Waffen USA: Sitzblockade im US-Kongress: Abgeordnete für strengeres Waffenrecht,6-23-16,Politics,,Neutral
USA im Jahr 2016: Jeder Punkt auf dieser traurigen USA-Karte steht für eine Massenschießerei 2016,6-15-16,2nd Amendment,,Neutral
5 USA Blockade im US-Senat: Kein strengeres Waffenrecht in Sicht Keine Bewegung im Streit um eine Verschärfung des US-Waffenrechts: Nach dem Terrorattentat in Orlando sind mehrere Entwürfe für eine strengere Regelung im Senat gescheitert. Ein Grund für die Blockade ist der Präsidentschaftswahlkampf.,6-21-16,Politics,,Neutral
"Schlag auf Schlag Runde 4: Sollen die Waffengesetze liberalisiert werden? Immer mehr Deutsche fürchten sich – und kaufen Pfefferspray und Waffen. Sollten die Gesetze gelockert werden oder zeigt das Beispiel USA, dass mehr Waffen keine Lösung sind? Zwei WiWo-Redakteure im Wortgefecht.",2-12-16,Gun control/regulation,,Neutral
USA: Streit um Waffengesetz,6-14-16,Gun control/regulation,,Neutral
"Die Gewalt eskaliert: Mit einem Themenschwerpunkt zu Rassismus und Waffengewalt beleuchtet ZDFinfo die aktuellen Unruhen in den USA (FOTO)   08.07.2016 - 14:44:  Was am Donnerstag, 7. Juli 2016, als friedlicher Protestmarsch gegen Rassismus in Dallas begann, endete tödlich: Heckenschützen erschossen fünf Gesetzeshüter. Kurz zuvor waren innerhalb von nur 48 Stunden zwei Afroamerikaner durch Polizeigewalt gestorben. Mit Dokus wie ""Rassismus in Uniform"" und ""Geschichte des Rassismus"" beleuchtet ZDF",7-8-16,Public opinion,,Neutral
Waffenrecht in den USA: Verdecktes Waffentragen verboten,6-10-16,Gun control/regulation,,Neutral
Waffengewalt in Thailand schlimmer als in USA | Südwest Presse Online,7-12-16,Society/Culture,,Neutral
USA: Obamas Alleingang gegen Waffengewalt,1-5-16,Politics,,Neutral
image Vier Entwürfe abgewiesen :  Blockadehaltung zu schärferen Waffengesetzen im US-Senat Der Senat in Washington zeigt sich in der Waffendebatte wieder konsequent uneins. Jeweils zwei Vorstöße der beiden großen Parteien werden vom anderen Lager blockiert. Ein Grund für den Patt: Es ist Wahljahr in den USA.  mehr…,6-21-16,Politics,,Neutral
Waffenmissbrauch in den USA - Barack Obama wirbt für strengere Waffengesetze,1-8-16,Politics,,Neutral
Amoklauf in den USA Mann in Kansas schießt wild um sich - mehrere Menschen sterben,2-28-16,Society/Culture,,Neutral
Waffengesetze in den USA Obamas Vier-Punkte-Plan gegen Waffengewalt,1-5-16,Gun control/regulation,,Neutral
Schon wieder erschüttert ein Amoklauf die USA In einer ...,2-26-16,Society/Culture,,Neutral
Massenschießerei: 50 Tote nach Attentat in USA – Schütze war IS-Unterstützer,6-12-16,Society/Culture,,Neutral
Wieder Amoklauf in den USA,2-26-16,Society/Culture,,Neutral
USA: Obamas Alleingang gegen Waffengewalt,1-5-16,Politics,,Neutral
4 USA Sitzblockade im US-Kongres für strengeres Waffenrecht,6-23-16,Politics,,Neutral
Schießerei Waffengewalt in den USA: Mann tötet in Kansas drei Menschen,2-27-16,Mental health,,Neutral
USA Blockade im US-Senat: Kein strengeres Waffenrecht in Sicht,6-21-16,Gun control/regulation,,Neutral
